processedtransactionid,acceptorcountrycode,acceptorpostalcode,acceptorstatecode,acceptorstreetaddress,authdate,authday,authenticationindicator,authenticationvalue,authhour,authmonth,authorizationtype,authresult,authtimestamp,authweekofyear,authyear,avs_rslt,brandcardtype,brandcategory,brandcode,branddescription,card_brnd_tr,cardbrand,cardbrand_bindb,cardcommercial,cardexpirymonth,cardexpiryyear,cardissuetype,cardissuetypeid,cardprepaid,cardproduct_bindb,cardschemaid,cardschemaname,cardsubtype,cardsubtypeid,cardtype,cardtype_bindb,cardusage,cardusageid,categorycodegroup,channel,channelname,channelsubtype,channelsubtypename,country_mid,countryid,countryname,cv2_rslt,cvvresponse,cvvresult,ddresult,detailedcode,transactiontype,detailedmessage,eci_sli,effectivedwoindicator,ext_rc,firstsixdigits,fraudflag,fraudimportdate,fraudreportdate,initialrecurring,int_rc,internalamount,iscommercial,isprepaid,isprivatelabel,issuercode,issuercountry,issuercountrycode,issuerid,memberid,originalamount,originalcurrencyid,parenttransactionid,pos_mode,processorid,productcode,productdescription,productsubcode,recurringpayments,reg,resp_code,servicetypeid,servicetypename,submerchantid,threedsecureenrollmentid,threedxid,ucaf_ind,use3dsecure,vbv_rslt,avsthere,cv2there,expthere,threedthere,cb_flag,fraud_related_cb_flag,doublelabel_cb,timestamp,cardexpirydate,submerchant,timestamp_unix,euramount,threedsused,recurring,cvvused,cardprivate,pinaccess,signatureaccess,diffcardexpirydate,diffcardexpirydatebucketed,difffirsttimestampmerch,diffprevtimestampmerch,avginternalamountmerch,stddevinternalamountmerch,avgdiffprevtimestampmerch,stddevdiffprevtimestampmerch,fraudratiomerch,difffirsttimestampmcc,diffprevtimestampmcc,avginternalamountmcc,stddevinternalamountmcc,avgdiffprevtimestampmcc,stddevdiffprevtimestampmcc,fraudratiomcc,difffirsttimestampcard,diffprevtimestampcard,avginternalamountcard,stddevinternalamountcard,avgdiffprevtimestampcard,stddevdiffprevtimestampcard,fraudratiocard,difffirsttimestampcountry,diffprevtimestampcountry,avginternalamountcountry,stddevinternalamountcountry,avgdiffprevtimestampcountry,stddevdiffprevtimestampcountry,fraudratiocountry,avginternalamountmerch50,stddevinternalamountmerch50,avgdiffprevtimestampmerch50,stddevdiffprevtimestampmerch50,dispAvgInternalamountmerch50,dispAvgprevtsdiffmerch50,avginternalamountmcc50,stddevinternalamountmcc50,avgdiffprevtimestampmcc50,stddevdiffprevtimestampmcc50,dispAvgInternalamountmcc50,dispAvgprevtsdiffmcc50,avginternalamountcard50,stddevinternalamountcard50,avgdiffprevtimestampcard50,stddevdiffprevtimestampcard50,dispAvgInternalamountcard50,dispAvgprevtsdiffcard50,avginternalamountcountry50,stddevinternalamountcountry50,avgdiffprevtimestampcountry50,stddevdiffprevtimestampcountry50,dispAvgInternalamountcountry50,dispAvgprevtsdiffcountry50,bool2x_Avginternalamountcard50,bool2x_curr_Avginternalamountcard,bool2x_Avgdiffprevtimestampcard50,bool2x_Avginternalamountmerch50,bool2x_curr_Avginternalamountmerch,bool2x_Avgdiffprevtimestampmerch50,bool2x_Avginternalamountmcc50,bool2x_curr_Avginternalamountmcc,bool2x_Avgdiffprevtimestampmcc50,bool2x_Avginternalamountcountry50,bool2x_curr_Avginternalamountcountry,bool2x_Avgdiffprevtimestampcountry50,cardaccess,acceptorcountry,processor,digitalwalletoperator,avsused,avsresult,eci,cavvresult,ucafindicator,currency,cardcountry,posentrymode,mcccode,merchantcountry,midcountry,threedsused_index,initialrecurring_index,recurring_index,acceptorpostalcode_index,cvvused_index,cardprepaid_index,cardcommercial_index,cardprivate_index,pinaccess_index,signatureaccess_index,bool2x_Avginternalamountcard50_index,bool2x_curr_Avginternalamountcard_index,bool2x_Avgdiffprevtimestampcard50_index,bool2x_Avginternalamountmerch50_index,bool2x_curr_Avginternalamountmerch_index,bool2x_Avgdiffprevtimestampmerch50_index,bool2x_Avginternalamountmcc50_index,bool2x_curr_Avginternalamountmcc_index,bool2x_Avgdiffprevtimestampmcc50_index,bool2x_Avginternalamountcountry50_index,bool2x_curr_Avginternalamountcountry_index,bool2x_Avgdiffprevtimestampcountry50_index,transactiontype_index,cardaccess_index,channel_index,channelsubtype_index,acceptorcountry_index,acceptorstatecode_index,processor_index,cvvresult_index,ddresult_index,digitalwalletoperator_index,avsused_index,avsresult_index,eci_index,cavvresult_index,ucafindicator_index,currency_index,cardbrand_index,brandcardtype_index,cardcountry_index,cardtype_index,posentrymode_index,mcccode_index,merchantcountry_index,midcountry_index,prediction,prob1,prob2,rawpred1,rawpred2,rank
1937204709,756,8952,"",Kleinzelglistr. 6,2019-08-01,1,"","",0,8,0,0,2019-08-01 00:06:36,31,2019,S,MasterCard,Mastercard,010,MasterCard,MasterCard,1,MASTERCARD,false,1,2020,Credit,1,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCard,CREDIT,"","",4816,4,Recurring,"","",Malta,56,Belgium,"","",0,1,00,Payment,Approved,"",0,00,539853,"","","","","",31.000000,false,false,false,"",Belgium,56,0017160,5007897,31.000000,978,"",102,21,MCS,Standard Mastercard Card,MCS,true,Foreign Western,Transaction approved,1,Credit,923725,"","",0,false,"",1,0,1,1,"","",0.0,2019-08-01T00:06:36.000Z,2020-01-31,923725,1564617996,31.0,false,true,false,false,none,none,183,2,212,1680,30.4889578960,32.501689653021415,75.74539717461788,327.066475784942,0.00842220857297076,212,353,42.2820851997,223.60645398476632,29.469176203324274,80.14967488872792,0.006717255571405187,0,742956,31.0000000000,0.0,742956.0,0.0,0.0,212,54,88.6453179032,192.64778829063397,53.98677229963924,105.44263957459293,0.00569368265723752,25.86718786,21.559972123620586,37.6,132.47841564664373,-0.1422009158705492,-0.11662888127886226,38.24860538,33.760631384139906,63.68,144.32099144417134,-0.018038297856889176,0.4268367132389587,31.0,0.0,0.0,0.0,0.0,0.0,54.98240582,57.59245524035624,141.14,157.56501864957468,-0.17473811862514177,0.8265463388623369,false,false,false,false,false,false,false,false,true,false,false,true,none,756,21,none,true,s,none,none,0,978,056,102,4816,056,470,1.0,0.0,1.0,1176.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,1.0,2.0,11.0,17.0,1.0,0.0,0.7627364,0.23726365,0.58387023,-0.58387023,883
1937204711,826,WC2B 6UN,"","Kingsway, Imperial House 15, c/o Alliots, 4th Floor",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:06:37,31,2019,"",MasterCardDebit,Mastercard,010,MasterCard,MC Immediate DB,16,MASTERCARD,false,8,2021,Debit,2,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCardDebit,DEBIT,"","",7995,1,ECOM,"","",United Kingdom,642,Romania,M,M,1,1,00,Payment,Approved,21,0,00,541615,"","","","","",10.779039,false,false,false,"",Romania,642,0007322,5016505,51.000000,946,"",812,21,TCS,Mastercard Standard Card—Immediate Debit,TCS,false,Foreign - EEA,Transaction approved,2,Debit,"","","",0,true,"",0,1,1,1,"","",0.0,2019-08-01T00:06:37.000Z,2021-08-31,none,1564617997,10.779039,true,false,true,false,none,none,761,2,212,38,46.1576803966,194.45434659864858,10.897979885117307,179.1951727692699,1.2983851334902216E-4,212,2,46.8645268582,149.40856198412976,1.1172715018715578,2.3918658652321736,0.0023676831909992613,212,325,20.9745614115,53.035479070915756,30317.542264752792,53172.21833105535,0.0,212,61,38.8359739691,139.57630731090825,16.76164788455291,36.227954891280504,2.7088807992530596E-4,69.4130788,145.20948772750663,26.24,26.545732582984915,0.11959310146663296,0.08561625783657097,34.51831592,43.571177398583536,1.16,1.3303367687797505,-0.082633891754553,0.017864086255645686,43.30431688,146.37138678770657,7813.14,12695.991546442798,0.42103429364033906,-0.42323609905906534,26.31425698,33.36119415855472,62.98,52.65966585692759,-0.08971233893735057,1.2757648687083663,true,false,false,false,false,true,false,false,false,false,false,true,none,826,21,none,false,none,none,none,0,946,642,812,7995,642,826,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,0.87999463,0.12000539,0.99618953,-0.99618953,884
1937204713,528,1976 CA,"",Dokweg 29 B,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:06:37,31,2019,"",Visa,Visa,066,Visa Signature,Visa Preferred,2,VISA,false,11,2019,Credit,1,false,SIGNATURE,2,Visa,CLASSIC,3,Visa,CREDIT,"","",5967,1,ECOM,"","",Netherlands,840,United States,"","",0,3,00,Payment,Approved,07,0,00,448915,"","","","","",62.731609,false,false,false,"",United States,840,400801,5010743,69.950000,840,"",812,21,C,Visa Signature,"",true,Foreign - REST,Transaction approved,1,Credit,"","","",0,false,"",1,0,1,1,"","",0.0,2019-08-01T00:06:37.000Z,2019-11-30,none,1564617997,62.731609,false,true,false,false,none,none,121,2,212,2,29.9806557192,16.129140525455963,729.3544893489947,1633.747738376996,0.006613310867733782,212,2,31.4273281189,106.04916985326479,3.5638460911372416,4.826962490429487,0.0,181,7776014,61.4531466667,0.7575799567467012,2867927.3333333335,4263163.045636459,0.0,212,5,51.7030659774,481.1350495243535,2.940782582840615,4.268612564484061,0.0,29.01875122,13.749286259065435,1174.56,1326.8984422021028,-0.05963767862781456,0.2725056630182595,26.1466103,21.015068288461368,2.98,2.917155449811913,-0.0497949943993591,-0.1209551746662305,61.4531466667,0.7575799567467012,2867927.3333333335,4263163.045636459,0.0,0.0,48.30709132,47.97953054418026,2.1,2.1594594939758536,-0.007058256638665669,-0.19696858642926252,false,false,false,false,true,false,false,false,false,false,false,false,none,528,21,none,true,none,07,none,0,840,840,812,5967,840,528,1.0,0.0,1.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.5766613,0.4233387,0.15454124,-0.15454124,885
1937204719,826,CR8 2AD,"",118 High Street,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:06:39,31,2019,D,Visa,Visa,005,VISA.,Visa Signature,2,VISA,false,4,2021,Credit,1,false,CLASSIC,2,Visa,CLASSIC,3,Visa,CREDIT,"","",5631,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,07,0,00,440066,"","","","","",32.240191,false,false,false,"",United States,840,440088,146685,35.950000,840,"",812,21,A,Visa Traditional,"",false,Foreign - REST,Transaction approved,1,Credit,"","","",0,true,"",1,1,1,1,"","",0.0,2019-08-01T00:06:39.000Z,2021-04-30,none,1564617999,32.240191,true,false,true,false,none,none,638,2,65,123,52.2854150186,50.02202635772961,738.8178335535007,30570.052439841118,0.003938299967180834,212,28,71.3589257597,147.06988972720282,71.85601082713846,112.81369966051976,0.006168428574430971,0,742956,32.2401910000,0.0,742956.0,0.0,0.0,212,2,51.7030677480,481.1350109222651,2.9407829134416135,4.268612301570175,0.0,44.50186612,52.82274985012259,279.9,232.66997298003585,-0.15560243087587855,-0.015012006749304937,35.17219622,20.725339053392695,56.28,49.11545747791938,-0.24605124547806548,-0.13806843383392237,32.240191,0.0,0.0,0.0,0.0,0.0,48.61308166,48.02260347744385,2.18,2.191728420536576,-0.006422284842828117,-0.17822722226653503,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,true,d,07,none,0,840,840,812,5631,840,826,0.0,0.0,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.5966327,0.4033673,0.19572707,-0.19572707,886
1937204717,528,7418AA,"",Bergweidedijk 38,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:06:39,31,2019,"",MasterCardDebit,Mastercard,010,MasterCard,"",16,MASTERCARD,false,6,2023,Debit,2,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCardDebit,DEBIT,"","",5967,1,ECOM,"","",Netherlands,752,Sweden,"","",0,0,00,Capture,Approved,"",0,"",516815,"","","","","",14.060000,false,false,false,"",Sweden,752,0003873,5012129,14.060000,978,1937204715,"",21,MDS,Debit Mastercard Card,MDS,true,"","",2,Debit,M49976570,"","","",true,"","","","","","","",0.0,2019-08-01T00:06:39.000Z,2023-06-30,m49976570,1564617999,14.06,true,true,true,false,none,none,1429,3,212,9,28.7050897275,36.8828988627139,13.177442165948012,42.28759983197673,0.006754029221268263,212,2,31.4273342095,106.0491604356173,3.5638457868718754,4.82696207014527,0.0,8,2230,21.6226271186,30.864258639252142,3878.5790960451977,39473.52768844939,0.0,212,100,44.4750887710,129.9037401187466,26.330762142837635,40.224921809613974,0.0011580947270191193,35.8698,48.612480403488895,17.3,13.262268097955221,0.19425561692340385,0.09748857467513734,27.31144248,21.400759724775362,2.96,2.920441677527003,-0.038811167505647226,-0.12509851498661193,18.1148,19.902623274947697,1889.96,2034.374877259472,-0.11365337361898799,-0.05037855019547951,40.32304216,46.42635565874494,42.6,42.7188244124727,-0.031962487047752175,0.4044566682855287,false,false,false,false,false,false,false,false,false,false,false,false,none,528,21,none,false,none,none,none,none,978,752,none,5967,752,528,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,12.0,2.0,0.0,0.6192214,0.3807786,0.24312238,-0.24312238,887
1937204727,470,STJ 3148,"","GIG Beach, Triq Id-Dragunara",2019-08-01,1,4,AAABASghgQAAAFdXSCGBEAAAAAA=,0,8,"",0,2019-08-01 00:06:40,31,2019,"",VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,3,2022,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,"","",7995,1,ECOM,"","",Malta,554,New Zealand,"","",0,1,00,Payment,Approved,05,0,00,483741,"","","","","",11.858705,false,false,false,"",New Zealand,554,411767,5012349,20.000000,554,"",812,21,F,Visa Classic,"",false,Foreign - REST,Transaction approved,2,Debit,"",83448594,eUU2RDltdGViS2s3R1BIVzA3QTA=,0,true,2,1,0,1,1,"","",0.0,2019-08-01T00:06:40.000Z,2022-03-31,none,1564618000,11.858705,true,false,false,false,none,none,973,2,212,37,51.6299289193,133.94480251328991,37.8739039191159,128.09400756503211,0.0013198603502597144,212,3,46.8645246571,149.40855769330074,1.1172715557140898,2.391865802220962,0.0023676831909992613,204,551,15.0003078366,8.705604455154672,13006.998579545454,72404.84618923842,0.0,212,10,26.3188848542,94.77279505510727,8.904251394049108,17.58338277745219,0.0035673829767182293,46.90820796,151.7345841281257,25.38,32.26794074619575,-0.03525124432380655,-0.09753698987653939,33.64203246,43.599776650802,1.14,1.3094632020606842,-0.08849889458301674,0.009502391089335236,14.97486762,5.361729688335004,4611.32,6517.263753622813,-0.002922280323101108,-0.11595464974267577,16.39228152,15.260657295967576,3.7,7.028368173600005,-0.10474106338668186,-0.29597555032031203,false,false,false,false,false,false,false,false,false,false,false,false,none,470,21,none,true,none,05,2,0,554,554,812,7995,554,470,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,1.0,0.0,0.87466705,0.12533294,0.97143483,-0.97143483,888
1937204735,528,1976 CA,"",Dokweg 29 B,2019-08-01,1,"","",0,8,0,0,2019-08-01 00:06:41,31,2019,"",MasterCard,Mastercard,010,MasterCard,MasterCard,16,MASTERCARD,false,8,2022,Debit,2,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCardDebit,CREDIT/DEBIT,"","",5967,1,ECOM,"","",Netherlands,246,Finland,"","",0,3,00,Payment,Approved,21,0,00,543065,"","","","","",62.731609,false,false,false,"",Finland,246,0006956,5010743,69.950000,840,"",812,21,MCS,Standard Mastercard Card,MCS,true,Foreign - EEA,Transaction approved,1,Credit,"","","",0,false,"",1,0,1,1,"","",0.0,2019-08-01T00:06:41.000Z,2022-08-31,none,1564618001,62.731609,false,true,false,false,none,none,1126,3,212,4,29.9819597068,16.13014329164848,729.3255295429209,1633.721659372067,0.006613310867733782,212,2,31.4273308305,106.04915039572302,3.5638454826066273,4.826961649861161,0.0,181,7776014,61.4531466667,0.7575799567467012,2867917.6666666665,4263173.413392227,0.0,212,19,48.9167353196,112.82057175083953,45.54213958761707,66.91160931147856,5.220239614734843E-4,29.82477526,14.515134621921678,1121.02,1318.940089153222,-0.009744764442445215,0.23975593896920588,26.69601542,21.32898251586598,2.82,2.7898504092733085,-0.0446143641212124,-0.15410221513320346,61.4531466667,0.7575799567467012,2867917.6666666665,4263173.413392227,0.0,0.0,34.38056128,47.43846434593277,53.02,49.414733818643064,-0.12884329350592774,0.11175729427718485,false,false,false,false,true,false,false,false,false,false,false,false,none,528,21,none,true,none,none,none,0,840,246,812,5967,246,528,1.0,0.0,1.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,2.0,1.0,1.0,20.0,2.0,0.0,0.59106046,0.40893954,0.18417548,-0.18417548,889
1937204747,528,3201 AX,"",Jan Campertlaan 10,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:06:42,31,2019,"",Visa,Visa,005,VISA.,"",2,VISA,false,4,2020,Credit,1,false,CLASSIC,2,Visa,CLASSIC,3,Visa,CREDIT,TRUE CREDIT (NO PIN/SIGNATURE CAPABILITY),6,5967,1,ECOM,"","",Netherlands,380,Italy,"","",0,0,00,Capture,Approved,"",0,"",434994,"","","","","",13.990000,false,false,false,195,Italy,380,494330,5012129,13.990000,978,1937204741,"",21,F,Visa Classic,"",true,"","",1,Credit,"","","","",true,"","","","","","","",0.0,2019-08-01T00:06:42.000Z,2020-04-30,none,1564618002,13.99,true,true,true,false,false,false,273,2,212,3,28.7050791922,36.8828876880402,13.177439160807971,42.28758477011315,0.006754029221268263,212,1,31.4273369211,106.0491409780811,3.5638451783414977,4.82696122957716,0.0,121,1155,19.6046089385,15.21191279961574,31139.969273743016,111244.3759759907,0.0,212,7,58.7769598601,131.23027220312505,12.941074735223115,26.376448131923624,0.004655387111146653,35.2996,48.69941280960172,16.74,13.002056352275785,0.1787962174647829,0.0842460230008188,27.68178504,21.8369127459576,2.64,2.5294994261590125,-0.03531902141361195,-0.19139270742028025,24.3958,9.427282615377777,40586.16,199618.73477036372,0.3149630900869369,0.08491387221494874,149.31592244,384.21041953624797,24.08,23.921504286874157,0.6899243677537992,0.4223057330943416,false,false,false,false,false,false,false,false,false,true,false,false,none,528,21,none,false,none,none,none,none,978,380,none,5967,380,528,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,7.0,2.0,0.0,0.6300207,0.36997932,0.26615274,-0.26615274,890
1937204749,196,1065,"","Arch. Makariou III & Evagorou, 1-7 MITSI 1st floor3 Flat",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:06:43,31,2019,"",Visa,Visa,067,Visa Gold,VISA.,2,VISA,false,6,2023,Credit,1,false,GOLD,2,Visa,CLASSIC,3,Visa,CREDIT,"","",5942,1,ECOM,"","",Cyprus,156,China,M,M,1,1,00,Payment,Approved,07,0,00,427030,"","","","","",179.361284,false,false,false,"",China,156,427010,146015,200.000000,840,"",812,21,P,Visa Gold,"",true,Foreign - REST,Transaction approved,1,Credit,"","","",0,false,"",0,1,1,1,"","",0.0,2019-08-01T00:06:43.000Z,2023-06-30,none,1564618003,179.361284,false,true,true,false,none,none,1429,3,185,27,612.4774722405,1243.1906216715763,1230.3479131372246,10327.721930901684,0.002513826043237808,212,27,301.5443522410,803.9889436653606,331.83373188405795,913.528985217933,0.004253171856978086,6,486630,179.4673620000,0.0,742956.0,0.0,0.0,212,2793,163.1923436420,730.614013155943,308.7882144663632,453.3820522641435,0.0043223217042297,104.07707548,124.4431202675949,303.3,312.6780472378734,-0.40894806307090065,-0.08976305901143553,77.91921616,105.20848185643571,239.64,235.43591874804213,-0.27814454146782164,-0.1009204232989543,179.467362,0.0,742956.0,0.0,0.0,0.0,192.7855587,517.3007151268102,140.36,258.01619629593097,0.0405045817971241,-0.3714929023441707,false,false,false,false,false,false,false,false,false,false,false,false,none,196,21,none,false,none,07,none,0,840,156,812,5942,156,196,1.0,0.0,1.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,41.0,1.0,1.0,39.0,41.0,3.0,0.0,0.8402379,0.15976207,0.82999974,-0.82999974,891
1937204759,826,S13 7QL,"",12 STATION ROAD,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:06:44,31,2019,"",MasterCard,Mastercard,010,MasterCard,"",1,MASTERCARD,false,12,2021,Credit,1,false,GOLD,1,MasterCard,MASTERCARD STANDARD,33,MasterCard,CREDIT,"","",7299,1,ECOM,"","",United Kingdom,40,Austria,"","",0,0,00,Capture,Approved,"",0,"",544990,"","","","","",59.000000,false,false,false,"",Austria,40,0011949,5009561,59.000000,978,1937204755,"",21,MCG,Gold Mastercard Card,MCG,true,"","",1,Credit,1091749,"","","",true,"","","","","","","",0.0,2019-08-01T00:06:44.000Z,2021-12-31,1091749,1564618004,59.0,true,true,true,false,none,none,883,2,212,12,67.3262043207,134.8021828143961,51.10147240153768,110.43824725433656,0.022764649874491474,212,12,96.0074195801,297.4077532924156,36.07191836123813,66.62712589632731,0.014997727617027723,0,742956,59.0000000000,0.0,742956.0,0.0,0.0,212,148,97.8425047665,205.72525755117766,79.56066160501763,132.17616787366785,0.0023976215594130623,100.75083404,87.18186079144256,184.0,213.7970618915737,0.24795317866121705,1.2033741108947544,179.96373064,261.0949263356496,82.52,100.96781463336093,0.282293619216285,0.6971347032293678,59.0,0.0,0.0,0.0,0.0,0.0,103.53160884,119.34371595977926,147.58,149.7647256907463,0.027653892094823326,0.5146112153894061,false,false,false,false,false,true,false,false,true,false,false,false,none,826,21,none,false,none,none,none,none,978,040,none,7299,040,826,0.0,0.0,1.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,25.0,1.0,0.0,10.0,26.0,0.0,0.0,0.77159095,0.22840905,0.6086582,-0.6086582,892
1937204775,196,0000,"","195-197, Old Nicosia-Limassol Rd, Dali I. Z. 2540",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:06:45,31,2019,"",MasterCard,Mastercard,072,MC Word Elite,MC Word Elite,1,MASTERCARD,false,9,2023,Debit,2,false,WORLD ELITE,1,MasterCard,CIRRUS,65,MasterCard,CREDIT,"","",5967,4,Recurring,"","",Cyprus,840,United States,"","",0,0,00,Payment,Approved,"",0,00,520602,"","","","","",0.896806,false,false,false,"",United States,840,0007226,5008341,1.000000,840,"",102,21,MWE,World Elite Mastercard Card,MWE,true,Foreign - MASTER,Transaction approved,1,Credit,"","","",0,true,"",0,0,1,1,"","",0.0,2019-08-01T00:06:45.000Z,2023-09-30,none,1564618005,0.896806,true,true,false,false,none,none,1521,3,212,32,16.1241269268,24.141995336434302,41.06611233043162,59.00488603516073,0.02268019884009942,212,3,31.4273335285,106.04913094042764,3.5638446795143808,4.826960892481441,0.0,154,196516,18.7004529091,29.72687012639896,1252836.0909090908,1350606.7646111103,0.0,212,6,51.7030646233,481.13497236309354,2.9407827624018457,4.268611975558142,0.0,16.8528537,22.488926241428473,25.44,26.450693444094604,0.03018502667425469,-0.26482743007282644,25.66158504,17.913978732408783,2.44,2.2329627065805626,-0.054368653824602015,-0.23282655578687222,18.7004529091,29.72687012639896,1252836.0909090908,1350606.7646111103,0.0,0.0,48.72159524,47.97845114562615,2.2,2.1852940772540506,-0.006196742192022585,-0.17354183670090664,false,false,false,false,false,false,false,false,false,false,false,false,none,196,21,none,false,none,none,none,0,840,840,102,5967,840,196,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.61487347,0.38512656,0.23392224,-0.23392224,893
